,pred_prob,circum,num_size,closed_loop,average_distance,variance_distance,k,b,right_1,left_1,longest_line_length,is_nine
340,0.0,71,0.176,False,5.962,6.238,0.857,2.857,82,56,18.439,False
341,0.0,60,0.084,False,6.621,7.02,-0.316,20.211,26,40,19.925,False
342,0.0,84,0.177,False,6.637,5.541,-1.182,22.364,114,25,17.029,False
343,0.0,40,0.056,False,5.008,7.555,-0.158,16.632,18,26,19.235,False
344,0.0,74,0.131,False,5.85,4.614,-0.267,14.6,74,29,15.524,False
345,0.0,66,0.094,False,6.623,6.245,0.267,13.4,42,32,15.524,False
346,0.0,39,0.073,False,5.399,9.234,-0.579,21.895,26,31,21.954,False
347,0.0,81,0.233,False,6.425,4.372,-9.5,176.0,60,123,19.105,False
348,0.0,90,0.181,False,6.482,5.035,-0.118,19.588,45,97,17.117,False
349,0.0,66,0.126,False,5.542,5.436,-0.467,16.933,70,29,16.553,False
350,0.0,41,0.075,False,4.919,7.643,-0.105,15.526,31,28,19.105,False
351,0.0,85,0.173,False,6.4,6.635,0.917,2.583,86,50,16.279,False
352,0.0,71,0.171,False,6.329,7.87,-0.471,20.353,80,54,18.788,False
353,0.0,73,0.121,False,6.753,6.831,1.0,1.0,64,31,14.142,False
354,0.004,71,0.119,False,6.103,5.806,-0.158,20.947,17,76,19.235,False
355,0.0,69,0.145,False,6.425,5.826,-0.211,20.632,18,96,19.416,False
356,0.0,87,0.196,False,7.207,5.135,-0.625,25.375,58,96,18.868,False
357,0.0,84,0.14,False,5.979,7.776,-0.529,20.647,57,53,19.235,False
358,0.0,112,0.173,False,7.179,7.818,-1.667,32.333,85,51,17.493,False
359,0.046,85,0.138,False,6.22,4.82,-1.75,28.75,86,22,16.125,False
360,0.0,78,0.14,False,6.61,6.521,-0.722,24.333,57,53,22.204,False
361,0.0,79,0.204,False,6.705,8.388,0.421,11.895,135,25,20.616,False
362,0.006,89,0.241,False,6.498,4.739,0.167,8.167,56,133,18.248,False
363,0.0,84,0.202,False,7.485,1.755,0.267,15.667,110,48,15.524,False
364,0.0,84,0.163,False,6.975,4.958,-0.562,20.375,78,50,18.358,False
365,0.0,43,0.087,False,5.235,7.619,0.235,11.353,33,35,17.464,False
366,0.0,66,0.124,False,7.008,6.955,-0.158,19.263,32,65,19.235,False
367,0.001,54,0.096,False,5.934,6.73,-0.316,18.895,33,42,19.925,False
368,0.0,77,0.24,False,6.763,6.459,0.929,0.5,96,92,19.105,False
369,0.0,64,0.177,False,6.558,5.238,-0.316,21.211,48,91,19.925,False
370,0.0,60,0.11,False,6.167,4.76,-0.235,20.118,30,56,17.464,False
371,0.0,40,0.089,False,4.875,7.068,-0.158,16.632,32,38,19.235,False
372,0.0,80,0.156,False,6.503,6.888,-0.5,22.5,66,56,17.889,False
373,0.0,40,0.054,False,4.894,8.113,-0.053,15.211,18,24,19.026,False
374,0.004,64,0.091,False,6.011,6.438,-0.933,30.6,19,52,20.518,False
375,0.0,93,0.154,False,8.262,5.438,-1.077,33.769,39,82,19.105,False
376,0.0,65,0.145,False,6.885,6.221,0.133,16.067,68,46,15.133,False
377,0.0,94,0.162,False,7.877,1.332,-0.2,10.8,95,32,15.297,False
378,0.0,87,0.159,False,6.001,6.665,-0.111,18.556,24,101,18.111,False
379,0.0,40,0.069,False,4.779,7.394,-0.053,15.263,25,29,19.026,False
380,0.001,75,0.144,False,5.606,5.096,-0.474,22.895,35,78,21.024,False
381,0.0,78,0.143,False,6.09,7.314,0.625,2.0,32,80,18.868,False
382,0.0,41,0.074,False,5.177,8.021,-0.263,18.053,28,30,19.647,False
383,0.001,100,0.134,False,6.762,9.312,1.071,-2.643,37,68,20.518,False
384,0.005,60,0.099,False,4.766,6.136,0.286,11.143,42,36,14.56,False
385,0.0,76,0.124,False,5.915,7.042,-4.5,65.5,67,30,18.439,False
386,0.003,63,0.157,False,5.585,5.966,-0.211,18.053,52,71,19.416,False
387,0.0,78,0.144,False,6.114,5.669,-0.529,23.706,38,75,19.235,False
388,0.0,89,0.267,False,7.058,8.42,1.462,-6.231,112,97,23.022,False
389,0.001,57,0.102,False,6.164,4.096,-0.438,23.375,24,56,17.464,False
390,0.0,68,0.11,False,5.704,6.682,-0.571,19.286,55,31,16.125,False
391,0.0,88,0.309,False,7.638,2.514,-2.125,53.75,69,173,18.788,False
392,0.0,77,0.156,False,6.713,2.261,-0.438,16.75,88,34,17.464,False
393,0.0,71,0.176,False,6.229,7.299,1.167,0.0,101,37,18.439,False
394,0.002,61,0.083,False,6.427,4.104,-0.067,12.533,41,24,15.033,False
395,0.0,81,0.156,False,7.47,6.844,-0.882,27.294,64,58,22.672,False
396,0.001,81,0.138,False,6.993,3.489,-8.5,109.0,63,45,17.117,False
397,0.0,85,0.188,False,6.215,5.474,1.0,2.0,91,56,15.556,False
398,0.081,55,0.184,False,5.356,6.579,-0.579,24.474,35,109,21.954,False
399,0.0,97,0.233,False,7.021,7.209,1.214,-0.071,122,61,22.023,False
400,0.001,59,0.209,False,6.189,6.133,-0.158,16.789,81,83,19.235,False
401,0.0,75,0.213,False,6.23,6.82,-0.588,21.529,93,74,19.723,False
402,0.0,73,0.125,False,6.845,7.887,-0.118,16.353,46,52,17.117,False
403,0.0,95,0.162,False,7.775,6.376,3.0,-50.0,6,121,15.811,False
404,0.0,40,0.092,False,4.899,7.078,-0.263,18.053,35,37,19.647,False
405,0.0,68,0.093,False,6.73,7.134,-0.235,18.176,38,35,17.464,False
406,0.0,72,0.135,False,5.767,6.63,-0.533,19.667,67,39,17.0,False
407,0.0,84,0.151,False,6.088,7.054,0.111,10.222,48,70,18.111,False
408,0.0,92,0.161,False,7.721,1.491,0.188,16.875,90,36,16.279,False
409,0.015,62,0.116,False,5.873,8.086,0.062,14.5,61,30,16.031,False
410,0.0,78,0.205,False,6.416,6.122,1.0,-1.0,80,81,18.385,False
411,0.0,82,0.246,False,6.562,5.823,1.25,0.5,139,54,19.209,False
412,0.0,74,0.203,False,6.373,4.876,-5.333,97.667,61,98,16.279,False
413,0.0,79,0.173,False,6.617,8.5,-0.722,25.056,62,74,22.204,False
414,0.001,84,0.203,False,6.256,7.204,-0.647,23.882,73,86,20.248,False
415,0.0,85,0.158,False,6.09,8.446,-0.706,26.941,24,100,20.809,False
416,0.0,72,0.166,False,6.459,6.123,-0.375,19.625,71,59,17.088,False
417,0.0,78,0.184,False,6.421,7.985,-0.789,25.737,65,79,24.207,False
418,0.0,77,0.176,False,6.717,6.568,0.8,0.6,36,102,19.209,False
419,0.0,86,0.158,False,6.399,7.461,-0.647,23.235,56,68,20.248,False
420,0.0,84,0.149,False,6.581,3.994,-0.286,12.571,90,27,14.56,False
421,0.0,38,0.051,False,5.133,7.869,0.053,12.737,20,20,19.026,False
422,0.0,84,0.208,False,5.995,6.045,-0.688,22.438,102,61,19.416,False
423,0.0,77,0.23,False,7.101,8.419,3.0,-35.0,85,95,18.974,False
424,0.0,41,0.077,False,4.984,7.202,-0.105,14.421,34,26,19.105,False
425,0.0,85,0.14,False,7.851,7.637,-0.75,24.75,55,55,20.0,False
426,0.0,67,0.12,False,6.005,5.776,-0.214,14.857,60,34,14.318,False
427,0.0,42,0.07,False,5.444,9.272,-0.333,19.667,26,29,18.974,False
428,0.0,68,0.115,False,7.819,6.746,-0.059,18.529,27,63,17.029,False
429,0.001,59,0.084,False,6.515,7.451,-17.0,197.0,45,21,17.029,False
430,0.0,68,0.112,False,5.171,5.322,-0.125,18.0,21,67,16.125,False
431,0.001,82,0.136,False,7.251,2.182,-0.357,23.214,37,70,14.866,False
432,0.0,95,0.154,False,6.726,8.427,-0.875,29.25,47,74,21.26,False
433,0.0,40,0.06,False,5.05,8.059,-0.263,18.053,20,27,19.647,False
434,0.0,76,0.129,False,6.967,2.843,-5.667,114.667,36,65,17.263,False
435,0.004,73,0.134,False,6.34,6.874,-1.571,45.714,7,98,13.038,False
436,0.0,86,0.152,False,7.701,8.258,-1.357,33.857,50,69,23.601,False
437,0.0,99,0.21,False,7.183,8.184,-0.867,25.2,84,81,19.849,False
438,0.0,60,0.149,False,6.465,6.466,-0.444,22.556,50,67,19.698,False
439,0.0,76,0.26,False,6.142,5.642,-0.526,18.579,141,63,21.471,False
440,0.017,56,0.115,False,5.158,6.631,0.389,7.667,42,48,19.313,False
441,0.001,78,0.143,False,6.278,4.054,-0.412,22.882,36,76,18.385,False
442,0.0,60,0.08,False,5.406,7.911,-0.25,15.0,45,18,12.369,False
443,0.0,77,0.195,False,6.783,7.289,1.7,-7.9,94,59,19.723,False
444,0.0,62,0.133,False,6.016,7.906,-1.75,43.5,23,81,16.125,False
445,0.0,93,0.228,False,7.317,7.739,0.222,16.111,131,48,18.439,False
446,0.0,38,0.055,False,4.891,7.016,-0.167,17.0,22,21,18.248,False
447,0.0,72,0.171,False,6.262,7.96,-0.857,26.857,69,65,18.439,False
448,0.0,41,0.062,False,5.445,9.294,-0.444,20.667,25,24,19.698,False
449,0.002,64,0.144,False,5.773,5.919,0.188,12.25,63,50,16.279,False
450,0.0,71,0.145,False,6.288,6.466,-0.4,17.0,73,41,16.155,False
451,0.001,78,0.126,False,6.721,6.462,0.385,10.308,62,37,13.928,False
452,0.0,65,0.14,False,6.082,5.932,-0.765,27.118,42,68,21.401,False
453,0.001,53,0.097,False,5.244,8.224,-0.556,23.889,25,51,20.591,False
454,0.0,70,0.126,False,6.903,7.378,-0.333,19.333,52,47,15.811,False
455,0.0,76,0.221,False,6.225,8.058,0.526,11.421,139,34,21.471,False
456,0.0,93,0.216,False,6.724,5.446,-1.0,30.0,86,83,19.799,False
457,0.0,64,0.092,False,5.906,8.054,-0.067,17.333,26,46,15.033,False
458,0.0,88,0.145,False,6.757,7.943,6.333,-83.667,55,59,19.235,False
459,0.0,79,0.156,False,5.565,4.713,-0.118,12.471,97,25,17.117,False
460,0.0,89,0.14,False,7.191,8.428,-6.0,62.0,104,6,18.248,False
461,0.0,60,0.114,False,5.081,6.858,-0.158,18.947,26,63,19.235,False
462,0.0,63,0.12,False,5.885,7.855,-0.647,24.882,34,60,20.248,False
463,0.0,76,0.148,False,6.073,7.971,-0.118,18.941,26,90,17.117,False
464,0.0,48,0.084,False,6.456,14.265,-0.947,27.737,19,47,26.173,False
465,0.0,92,0.136,False,7.626,8.916,0.909,4.818,75,32,14.866,False
466,0.0,91,0.158,False,7.903,1.296,-0.0,9.0,89,35,16.0,False
467,0.0,71,0.176,False,7.106,5.439,0.25,14.75,89,49,16.492,False
468,0.0,109,0.247,False,6.875,5.911,-1.071,29.5,88,106,20.518,False
469,0.0,79,0.139,False,6.057,8.351,1.0,2.0,74,35,14.142,False
470,0.0,41,0.078,False,5.099,7.445,-0.105,15.421,29,32,19.105,False
471,0.0,65,0.117,False,6.147,7.828,-0.5,18.5,56,36,15.652,False
472,0.003,69,0.126,False,5.232,4.02,-0.235,19.647,38,61,17.464,False
473,0.0,77,0.167,False,6.092,5.118,0.053,17.789,108,23,19.026,False
474,0.0,67,0.162,False,5.747,5.741,-0.353,17.059,85,42,18.028,False
475,0.0,81,0.153,False,6.79,6.967,-0.389,24.944,17,103,19.313,False
476,0.0,66,0.12,False,6.888,11.451,-0.231,18.077,50,44,13.342,False
477,0.0,41,0.077,False,4.883,7.804,-0.263,17.053,36,24,19.647,False
478,0.0,75,0.107,False,6.016,8.832,-0.438,17.188,57,27,17.464,False
479,0.0,76,0.223,False,6.401,6.809,-0.412,21.059,76,99,18.385,False
480,0.0,94,0.175,False,7.347,8.161,-9.5,81.0,126,11,19.105,False
481,0.0,68,0.157,False,5.988,4.791,-0.211,21.053,24,99,19.416,False
482,0.004,68,0.094,False,5.594,8.29,-0.333,19.0,40,34,15.811,False
483,0.036,84,0.117,False,6.343,8.173,0.812,2.125,37,55,20.616,False
484,0.0,69,0.156,False,5.839,6.395,-0.167,20.0,28,94,18.248,False
485,0.04,91,0.134,False,7.701,3.141,-0.562,26.5,33,72,18.358,False
486,0.0,89,0.167,False,7.882,0.901,0.333,15.667,97,34,15.811,False
487,0.0,79,0.158,False,7.606,9.2,-1.267,31.867,59,65,24.207,False
488,0.0,66,0.133,False,5.584,7.162,0.312,10.75,62,42,16.763,False
489,0.0,95,0.222,False,7.709,4.522,-1.364,38.364,58,116,18.601,False
490,0.004,70,0.102,False,5.571,6.297,-0.412,21.294,33,47,18.385,False
491,0.084,56,0.11,False,5.159,7.539,0.167,12.0,45,41,18.248,False
492,0.044,72,0.216,False,6.067,3.853,-0.316,20.579,65,104,19.925,False
493,0.0,86,0.182,False,6.466,7.487,-1.214,33.5,64,79,22.023,False
494,0.0,74,0.145,False,6.072,6.896,-0.526,24.684,40,74,21.471,False
495,0.0,68,0.102,False,5.797,5.976,-0.579,24.895,23,57,21.954,False
496,0.0,72,0.202,False,6.821,6.846,1.333,-9.333,43,115,20.0,False
497,0.0,58,0.156,False,6.219,5.739,-0.053,16.316,47,75,19.026,False
498,0.0,68,0.216,False,6.891,3.92,-1.778,41.778,78,91,18.358,False
499,0.001,89,0.151,False,7.902,1.366,7.5,-44.5,87,31,15.133,False
